converted,customer_segment,gender,age,related_customers,family_size,initial_fee_level,credit_account_id,branch
0,13,1,8.0,4,1,58.25,0,2
1,13,1,1.0,1,2,41.15,0,0
0,11,1,46.0,0,0,158.4,1,1
0,12,1,16.0,0,0,52.0,0,0
0,13,1,25.0,0,0,15.7916,0,0
0,12,1,39.0,0,0,26.0,0,0
1,11,0,49.0,0,0,51.8584,1,0
1,13,0,31.0,0,0,17.3666,0,0
0,13,1,30.0,0,0,14.4584,0,1
0,13,0,30.0,1,1,48.3,0,0
0,12,1,34.0,0,0,26.0,0,0
1,12,0,31.0,1,1,52.5,0,0
1,11,1,11.0,1,2,240.0,1,0
1,13,1,0.42,0,1,17.0334,0,1
1,13,1,27.0,0,0,13.95,0,0
0,13,1,31.0,0,0,15.55,0,0
0,11,1,39.0,0,0,0.0,1,0
0,13,0,18.0,0,0,15.55,0,0
0,12,1,39.0,0,0,26.0,0,0
1,11,0,33.0,1,0,106.2,1,0
0,13,1,26.0,0,0,15.775,0,0
0,13,1,39.0,0,0,48.3,0,0
0,12,1,35.0,0,0,21.0,0,0
0,13,0,6.0,4,2,62.55,0,0
0,13,1,30.5,0,0,16.1,0,0
0,13,0,23.0,0,0,15.85,0,0
0,12,1,31.0,1,1,74.0084,0,1
0,13,1,43.0,0,0,12.9,0,0
0,13,1,10.0,3,2,55.8,0,0
1,11,0,52.0,1,1,187.0,1,0
1,13,1,27.0,0,0,17.325,0,0
0,11,1,38.0,0,0,0.0,0,0
1,13,0,27.0,0,1,24.95,1,0
0,13,1,2.0,4,1,79.375,0,0
1,12,1,1.0,0,2,74.0084,0,1
1,13,0,15.0,1,0,28.9084,0,1
1,12,1,0.83,1,1,37.5,0,0
0,13,1,23.0,0,0,15.7084,0,0
0,13,1,18.0,0,0,16.6,0,0
1,11,0,39.0,1,1,166.3166,1,1
0,13,1,21.0,0,0,17.325,0,0
1,13,1,32.0,0,0,112.9916,0,0
0,13,1,20.0,0,0,15.85,0,0
0,12,1,16.0,0,0,21.0,0,0
1,11,0,30.0,0,0,62.0,0,1
0,13,1,34.5,0,0,12.875,0,1
0,13,1,17.0,0,0,17.325,0,0
0,13,1,42.0,0,0,15.1,0,0
0,13,1,35.0,0,0,15.7916,0,1
0,12,1,28.0,0,1,66.0,0,0
0,13,1,4.0,4,2,62.55,0,0
0,13,1,74.0,0,0,15.55,0,0
0,13,0,9.0,1,1,30.4916,0,1
1,11,0,16.0,0,1,78.8,1,0
0,12,0,44.0,1,0,52.0,0,0
1,13,0,18.0,0,1,18.7,0,0
1,11,0,45.0,1,1,329.7334,0,0
1,11,1,51.0,0,0,53.1,1,0
1,13,0,24.0,0,3,38.5166,0,1
0,13,1,41.0,2,0,28.2166,0,0
0,12,1,21.0,1,0,23.0,0,0
1,11,0,48.0,0,0,51.8584,1,0
0,12,1,24.0,0,0,26.0,0,0
1,12,0,42.0,0,0,26.0,0,0
1,12,0,27.0,1,0,27.7166,0,1
0,11,1,31.0,0,0,100.9916,1,0
1,13,1,4.0,1,1,22.2666,0,0
0,13,1,26.0,0,0,15.7916,0,0
1,11,0,47.0,1,1,105.1084,1,0
0,11,1,33.0,0,0,10.0,1,0
0,13,1,47.0,0,0,18.0,0,0
1,12,0,28.0,1,0,48.0,0,1
1,13,0,15.0,0,0,14.45,0,1
0,13,1,20.0,0,0,19.6916,0,0
0,13,1,19.0,0,0,15.7916,0,0
1,11,0,56.0,0,1,166.3166,1,1
1,12,0,25.0,0,1,52.0,0,0
0,13,1,33.0,0,0,15.7916,0,0
0,13,0,22.0,0,0,21.0334,0,0
0,12,1,28.0,0,0,21.0,0,0
0,13,1,25.0,0,0,14.1,0,0
0,13,0,39.0,0,5,58.25,0,2
0,12,1,27.0,0,0,26.0,0,0
1,11,0,19.0,0,0,60.0,1,0
1,11,1,26.0,0,0,60.0,1,1
0,13,1,32.0,0,0,15.5,0,2
